"ITEM","CONDITION","DIRECTIONAL","TEMPORAL","VERB","SENTENCE","TYPE","ANSWER1","ANSWER2","LIST"
178,101,".",".",".","Der Mechaniker*lackierte sich*die Wimpern*vor dem Spiegel,*weil*er*einen sehr großen Schädel*hatte.","filler","nein","ja",6
179,101,".",".",".","Der Elektriker*las*ein Buch*über Nashörner,*während*seine Tochter*den Panzer*schrumpfte.","filler","nein","ja",6
180,101,".",".",".","Die Zahnärztin*sprach*mit dem Briefkasten*über ihre Urlaubspläne,*da*diese*mit nach Mallorca*fahren sollte.","filler","nein","ja",6
181,100,".",".",".","Der Regisseur*dachte*besorgt*an die Aufführung,*als*er*das Theater*betrat.","filler","nein","ja",6
182,101,".",".",".","Die Köchin*stritt*mit dem Kellner*wegen Kleinigkeiten,*weil*der Tintenfisch*einen Gepäckspanner*stornierte.","filler","nein","ja",6
183,101,".",".",".","Das Publikum*trank*die Muffins*mit Schokolade,*während*der Schauspieler*mit einem Pinguin*schwamm.","filler","nein","ja",6
184,100,".",".",".","Die Angeklagte*gestand*die Taten*vor Gericht *und*wurde*zur Todesstrafe*verurteilt.","filler","nein","ja",6
185,100,".",".",".","Der Athlet*trainierte*wenig*und*völlig*unsystematisch.","filler","nein","ja",6
186,101,".",".",".","Die Diebin*druckte*das Auto*auf öffentlichen Straßen,*aber*die Kosten*hat sie*unterschätzt.","filler","nein","ja",6
187,100,".",".",".","Der Verdächtige*sprach*mit*schneller Stimme*und*räusperte sich*immer wieder.","filler","nein","ja",6
188,101,".",".",".","Die Wolle*drohte*dem Topf*mit dem Messer,*wobei*die Sonne*sich hinter den Sternen*versteckte.","filler","nein","ja",6
189,100,".",".",".","Die Kellnerin*bediente*seit mehreren Stunden*in dem Café*und*es taten*ihr*die Füße weh.","filler","nein","ja",6
190,101,".",".",".","Die Frau*verlor*ein Haar*und*der Mann*küsste*die Banane.","filler","nein","ja",6
191,101,".",".",".","Die Friseurin*schminkte*den Hamster*am Morgen,*indem*sie*die Pinsel*unter die Oberhaut gespritzte.","filler","nein","ja",6
192,101,".",".",".","Die Maurer*wuschen*den Kuchen*mit Seife,*während*die Lackierer*den Bruttoverdienst*abbauten.","filler","nein","ja",6
193,100,".",".",".","Die Frau*las*ungern*auf den Handschriften,*bevor*die Dokumente*überprüft wurden.","filler","nein","ja",6
194,100,".",".",".","Die Nonne*betete*leidenschaftlich*über dem Altar,*bevor*sie*die Kapelle*verließ.","filler","nein","ja",6
195,101,".",".",".","Keine Gurke*stand*auf dem Kind,*wobei*die Teppiche*mehrere Menschen*umgebracht hatten.","filler","nein","ja",6
196,100,".",".",".","Der Hubschrauber*landete*auf dem*Flughafen,*obwohl*die Besatzung*keine Erlaubnis*hatte.","filler","nein","ja",6
1001,0,".",".",".","In Internetforen*diskutierten*Eltern,*bevor*sie*mit den Lehrern*sprachen.","exercise","nein","ja",6
1002,0,".",".",".","Beide Birnen*wurden*von Freiwilligen betrieben,*wobei*es*an der Buchhaltung haperte.","exercise","nein","ja",6
1003,0,".",".",".","Das Fruchtfleisch*sang*ein Lied,*bevor*die Frucht*klagte.","exercise","nein","ja",6
1004,0,".",".",".","Das Kind*klagte*über Schmerzen,*während*die Mutter*Milchreis kochte.","exercise","nein","ja",6
1005,0,".",".",".","Das Paar*hatte*vier Kinder,*aber*wollte*nur zwei.","exercise","nein","ja",6
1006,0,".",".",".","Das Team*wollte*kein Spiel*gewinnen,*während*es dem Trainer*egal war.","exercise","nein","ja",6
1007,0,".",".",".","Der Bundesrat*schien*sich zu treffen,*während*die Journalisten*vor der Türe warteten.","exercise","nein","ja",6
1008,0,".",".",".","Die UN*riefen*Myanmar dazu auf,*die Verfolgung*der Rohingya*zu beenden.","exercise","nein","ja",6
1009,0,".",".",".","Der Schwerpunkt*änderte sich,*während*der Radrennfahrer*zur Seite kippte.","exercise","nein","ja",6
1,5,"telic","durative","atelic","Der Lehrer*spazierte*zum*Schulhof,*und zwar*zwei Minuten lang,*mit*großen Schritten.","item","nein","ja",7
2,4,"ambiguous","completive","telic","Der Ingenieur*ging*über die*Großbaustelle,*und zwar*in zwanzig Minuten,*mit*höchster Konzentration.","item","nein","ja",7
3,3,"ambiguous","completive","atelic","Der Mann*spazierte*über den*Bahnhofsvorplatz,*und zwar*in eine Minute,*bei*kaltem Nieselregen.","item","nein","ja",7
4,7,"telic","completive","atelic","Der Rentner*spazierte*zum*Friedhof,*und zwar*in zwölf Minuten,*in Gedanken*versunken.","item","nein","ja",7
5,8,"telic","completive","telic","Die Blattlaus*kletterte*zum*Blütenblatt,*und zwar*in dreißig Sekunden,*unter Beobachtung*des Forschers.","item","nein","ja",7
6,1,"ambiguous","durative","atelic","Der Krebs*wanderte*über das*Korallenriff,*und zwar*eine halbe Stunde lang,*bei*Ebbe.","item","nein","ja",7
7,2,"ambiguous","durative","telic","Der Troll*kletterte*über die*Brücke,*und zwar*acht Minuten lang,*um den Schatz*zu verstecken.","item","nein","ja",7
8,6,"telic","durative","telic","Der Tourist*kletterte*zur*Hochebene,*und zwar*zwei Stunden lang,*mit*großer Begeisterung.","item","nein","ja",7
9,5,"telic","durative","atelic","Der Jugendliche*schlenderte*zum*Marktplatz,*und zwar*vierzig Sekunden lang,*auf der Suche*nach seiner Freundin.","item","nein","ja",7
10,4,"ambiguous","completive","telic","Der Rennfahrer*raste*über die*Rennstrecke,*und zwar*in sieben Minuten,*unter Beobachtung*der Fans.","item","nein","ja",7
11,3,"ambiguous","completive","atelic","Der Vertreter*schlenderte*über das*Messegelände,*und zwar*in dreizehn Minuten,*bei*schlechtem Wetter.","item","nein","ja",7
12,7,"telic","completive","atelic","Der Händler*schlenderte*zum*Flohmarkt,*und zwar*in zehn Minuten,*um Schnäppchen*zu ergattern.","item","nein","ja",7
13,8,"telic","completive","telic","Der Trainer*rannte*zum*Sportplatz,*und zwar*in zwanzig Sekunden,*mit*voller Motivation.","item","nein","ja",7
14,1,"ambiguous","durative","atelic","Der Professor*lief*über den*Brechtbau,*und zwar*fünf Minuten lang,*um einen Vortrag*zu halten.","item","nein","ja",7
15,2,"ambiguous","durative","telic","Die Ratte*rannte*über das*Schiff,*und zwar*neun Minuten lang,*ohne den Kater*zu wecken.","item","nein","ja",7
16,6,"telic","durative","telic","Der Junge*rannte*zum*Spielplatz,*und zwar*drei Minuten lang,*um seinen Freund*zu finden.","item","nein","ja",7
17,5,"telic","durative","atelic","Die Möwe*segelte*zum*Hafen,*und zwar*sieben Minuten lang,*auf Suche*nach Futter.","item","nein","ja",7
18,4,"ambiguous","completive","telic","Der Kormoran*flog*über die*Insel,*und zwar*in zehn Minuten,*bei*brütender Hitze.","item","nein","ja",7
19,3,"ambiguous","completive","atelic","Der Storch*segelte*über den*Sumpf,*und zwar*in vierzig Minuten,*mit*knurrendem Magen.","item","nein","ja",7
20,7,"telic","completive","atelic","Die Crew*segelte*zum*Mittelmeer,*und zwar*in zwei Stunden,*bei*Seenebel.","item","nein","ja",7
21,8,"telic","completive","telic","Der Cowboy*fuhr*zur*Prärie,*und zwar*in fünf Tagen,*in*glühender Hitze.","item","nein","ja",7
22,1,"ambiguous","durative","atelic","Der Offizier*ritt*über das*Schlachtfeld,*und zwar*drei Stunden lang,*in*eisiger Kälte.","item","nein","ja",7
23,2,"ambiguous","durative","telic","Der Bauer*fuhr*über das*Stoppelfeld,*und zwar*fünfzehn Minuten lang,*bei*strahlendem Sonnenschein.","item","nein","ja",7
24,6,"telic","durative","telic","Der Knecht*fuhr*zur*Weide,*und zwar*drei Minuten lang,*auf Befehl*seines Herrn.","item","nein","ja",7
25,5,"telic","durative","atelic","Der Gefreite*schlich*zum*Kasernenplatz,*und zwar*sieben Minuten lang,*auf Befehl*vom Leutnant.","item","nein","ja",7
26,4,"ambiguous","completive","telic","Der Pfadfinder*marschierte*über den*Zeltplatz,*und zwar*in fünf Minuten,*unter der Anleitung*des Rangers.","item","nein","ja",7
27,3,"ambiguous","completive","atelic","Der Ehemann*schlich*über den*Hinterhof,*und zwar*in zwei Minuten,*unter der Beobachtung*seiner Frau.","item","nein","ja",7
28,7,"telic","completive","atelic","Der Soldat*schlich*zum*Festplatz,*und zwar*in zwölf Minuten,*mit*konzentriertem Blick.","item","nein","ja",7
29,8,"telic","completive","telic","Das Kind*kroch*zum*Tunnel,*und zwar*in drei Minuten,*unter der Anleitung*der Sportlehrerin.","item","nein","ja",7
30,1,"ambiguous","durative","atelic","Der Clown*radelte*über die*Arena,*und zwar*vier Minuten lang,*als Teil*seines Auftritts.","item","nein","ja",7
31,2,"ambiguous","durative","telic","Der Schauspieler*kroch*über die*Bühne,*und zwar*vier Minuten lang,*unter der Anleitung*des Regisseurs.","item","nein","ja",7
32,6,"telic","durative","telic","Der Rekrut*kroch*zum*Gelände,*und zwar*eine halbe Stunde lang,*in*klirrender Kälte.","item","nein","ja",7
101,100,".",".",".","Das Mädchen*träumte*noch immer*von dem*jungen König,*obwohl*er*verheiratet war.","filler","nein","ja",7
102,101,".",".",".","Der Diamant*kochte*das Holz*aus der Datenbank,*weil*das vorhandene Bildmaterial*aus reinen Texten*bestand.","filler","nein","ja",7
103,101,".",".",".","Der Anwalt*belog*die Brille*beim Abendessen*und*beschimpfte*die Müslischale*dabei.","filler","nein","ja",7
104,101,".",".",".","Das Feuerwehrauto*schimpfte*mit dem Grill*beim Mittagessen,*bevor*es*einen Satelliten*in den Orbit brachte.","filler","nein","ja",7
105,100,".",".",".","Der Pfarrer*blickte*gelassen*in den Altar*und*setzte*die Predigt*fort.","filler","nein","ja",7
106,100,".",".",".","Die Designerin*begeisterte*das Publikum*mit*ihren*femininen*Kreationen.","filler","nein","ja",7
107,100,".",".",".","Der Kandidat*debattierte*mit*den Konkurrenten*auf der Fensterbank,*während*die Sonne *schien.","filler","nein","ja",7
108,101,".",".",".","Der Kaufmann*lachte*mit dem Kissen*und*nahm*keine Rücksicht*auf die Schüler.","filler","nein","ja",7
109,100,".",".",".","Der Komplize*pfiff*laut*durch die Finger,*damit*der Dieb*die Warnung *verstand.","filler","nein","ja",7
110,101,".",".",".","Die Prinzessin*belog*die Blätter*einer Douglasie,*obwohl*sie*das eigentlich*nicht machen wollte.","filler","nein","ja",7
111,101,".",".",".","Linda*goss*den Bademantel*auf der Wiese,*nachdem*der Hochschullehrer*einen erfolgreichen Film*veröffentlichte.","filler","nein","ja",7
112,100,".",".",".","Die Schüler*eilten*aus dem*Schulgebäude,*weil*der Feuermelder*laut*dröhnte.","filler","nein","ja",7
113,100,".",".",".","Der Mitarbeiter*wählte*eine Abkürzung*quer*durch*die Fertigungshalle.","filler","nein","ja",7
114,100,".",".",".","Die Großmutter*fegte*den Boden*mit einem Strohbesen*und*lies*den Staub*aufwirbeln.","filler","nein","ja",7
115,100,".",".",".","Der Chef*kündigte*die Köchin,*weil*ihr Verhalten*unangemessen war.","filler","nein","ja",7
116,100,".",".",".","Die Nutzer*arbeiteten*lange*mit dem Programm,*nachdem*sie*die Funktionen*verstanden hatten.","filler","nein","ja",7
117,100,".",".",".","Der Zauberer*verschwand*auf die*Bühne*mit viel Krach,*während*das Publikum *tobte.","filler","nein","ja",7
118,100,".",".",".","Die Kundin*sprach*den Mitarbeiter*an,*weil*sie*ihren Auftrag*stornieren wollte.","filler","nein","ja",7
119,100,".",".",".","Der Koch*experimentierte*mit*exotischen Speisen,*obwohl*er*nur wenig*Zeit hatte.","filler","nein","ja",7
120,100,".",".",".","Der Ladendieb*gestand*auf dem*Revier,*damit*er*eine Strafmilderung*bekam.","filler","nein","ja",7
121,100,".",".",".","Der Geschäftsmann*kaufte*den Fußballverein*und*hielt*ihn lange*am Leben..","filler","nein","ja",7
122,100,".",".",".","Der Nachbar*schimpfte*mit*dem Hundebesitzer,*weil*seine Geduld*am Ende war.","filler","nein","ja",7
123,100,".",".",".","Das Eichhörnchen*sprang*auf das*Schulgebäude*und*änderte blitzschnell *die Richtung.","filler","nein","ja",7
124,100,".",".",".","Die Künstlerin*arbeitete*mit dem Pinsel*ohne Pause,*denn*sie wollte*den Auftrag*schnell erledigen.","filler","nein","ja",7
125,100,".",".",".","Die Abgeordneten*diskutierten*über das*Thema*und*fanden*einen guten Kompromiss.","filler","nein","ja",7
126,100,".",".",".","Die Gruppe*bastelte*mit den*Perlen,*jedoch*langweilten*sie sich*sehr.","filler","nein","ja",7
127,100,".",".",".","Der Betriebsleiter*suchte*nach*einem Angestellten,*indem*er*ihn ausrufen *ließ.","filler","nein","ja",7
128,100,".",".",".","Der Politiker*sprach*laut*und*beantwortete*alle Fragen*der Journalisten.","filler","nein","ja",7
129,100,".",".",".","Der Bruder*brach*mit*der Schwester,*obwohl*er*darüber*sehr traurig war.","filler","nein","ja",7
130,100,".",".",".","Das Volk*hörte*auf den*Herrscher,*obwohl*die Opposition*davon abriet.","filler","nein","ja",7
131,100,".",".",".","Die Tiere*tranken*aus einer großen Pfütze *mitten auf der Fläche,*weil*sie*sehr durstig*waren.","filler","nein","ja",7
132,100,".",".",".","Der Vorsitzende*erzählte*von dem*Wahlerfolg*und*prahlte*mit den*eindeutigen Ergebnissen.","filler","nein","ja",7
133,100,".",".",".","Der Passagier*fragte*über den*Kabinendruck*und*lauschte neugierig*der Antwort*des Flugbegleiters.","filler","nein","ja",7
134,100,".",".",".","Das Baby*tanzte*fröhlich*im Kindersitz,*als*es*die lustige Musik*hörte.","filler","nein","ja",7
135,100,".",".",".","Die Buben*glaubten*an den*Weihnachtsmann,*nachdem*ihr Opa*die Geschichte*erzählt hatte.","filler","nein","ja",7
136,100,".",".",".","Die Klasse*plante*einen Ausflug*ins Gebirge,*wo*sie*in den Jugendherberge*übernachten sollte.","filler","nein","ja",7
137,100,".",".",".","Der Hirsch*starrte*gebannt*in den Wald *und*lauschte*den Geräuschen*der Umgebung.","filler","nein","ja",7
138,100,".",".",".","Der Professor*berichtete*von der*langweiligen Urlaubsreise,*bevor*er*in den Saal*kam.","filler","nein","ja",7
139,100,".",".",".","Die Putzfrau*wischte sich*die Finger*am Kittel sauber*und*verstaute*die Dosen*im Kühlfach.","filler","nein","ja",7
140,100,".",".",".","Der Tierarzt*untersuchte*den Kater*und*konnte*keine äußeren Verletzungen*feststellen.","filler","nein","ja",7
141,100,".",".",".","Die Politikerin*hungerte*in einem*finsteren Gefängnis,*obwohl*sie*vollkommen*unschuldig war.","filler","nein","ja",7
142,100,".",".",".","Die Kanzlerin*reagierte*überrascht,*aber*nicht*allzu enttäuscht.","filler","nein","ja",7
143,101,".",".",".","Der Mann*unterstützte*die Kühe,*indem*er*ihnen*spezielle Reizwäsche*aus Frankreich brachte.","filler","nein","ja",7
144,101,".",".",".","Die Konditorin*unterschrieb*das Glück*ohne nachzudenken,*wobei*sich die Lage*mit jedem Tag*verschlechterte.","filler","nein","ja",7
145,100,".",".",".","Der Fahrer*rief*den Kunden*vor der Abholung an,*um*den Termin*zu bestätigen.","filler","nein","ja",7
146,101,".",".",".","Die Informatikerin*kuschelte*mit dem Buch,*da*der Zugang*von Osten*seit Wochen*gesperrt war.","filler","nein","ja",7
147,101,".",".",".","Die Tomate*schuppte*das Wasser*aus der Tasse,*nachdem*sie*nach Frankreich*emigrierte.","filler","nein","ja",7
148,101,".",".",".","Der Elefant*aß*einen Locher*in der Garage,*aber*beschränkte sich*nur auf*die Plastikteile.","filler","nein","ja",7
149,101,".",".",".","Die Hexe*erklärte*den Kopf,*als*die alte Frau*auf dem Zaun*saß.","filler","nein","ja",7
150,100,".",".",".","Die Kinder*spielten*ganz leise*über den Spielplatz,*damit*sie*nicht entdeckt wurden.","filler","nein","ja",7
151,100,".",".",".","Der Hausmeister*suchte*nach*einer Kerze,*da*der Strom*ausgefallen war.","filler","nein","ja",7
152,101,".",".",".","Die Amsel*zählte*die Ameisen*im Garten,*jedoch*unterbrach*ihr*der Tischler.","filler","nein","ja",7
153,100,".",".",".","Der Bankangestellte*stieg*ungern*aus dem Bett,*da*ein harter Tag*bevorstand.","filler","nein","ja",7
154,100,".",".",".","Der Matrose*stand*stolz*auf dem Mast,*während*das Schiff*im Hafen*ruhte.","filler","nein","ja",7
155,100,".",".",".","Die Mutter*sprach*mit*ihrer Tochter,*als*diese*nach Hause kam.","filler","nein","ja",7
156,101,".",".",".","Der Opa*gewann*alle Steine*im Wettbewerb*bei*dem Hammer*im Wald.","filler","nein","ja",7
157,100,".",".",".","Der Fußballspieler*wartete*auf seine*Freundin,*weil*er sie*überraschen wollte.","filler","nein","ja",7
158,101,".",".",".","Die Gemeinde*hoffte*auf die Außerirdischen,*jedoch*gab es*schon seit Jahren*keine neuen Entführungen.","filler","nein","ja",7
159,100,".",".",".","Der Vogel*zwitscherte*in der*Baumkrone*und*erfreute*die umstehenden*Menschen.","filler","nein","ja",7
160,100,".",".",".","Der Manager*lobte*die Praktikantin,*weil*sie*sehr kreativ*und*motiviert war.","filler","nein","ja",7
161,100,".",".",".","Der Büroangestellte*berichtete*von dem*Vertrag,*als*der Chef*ihn*dazu aufforderte.","filler","nein","ja",7
162,100,".",".",".","Die Angestellte*arbeitete*ungern*an dem Brief,*da*sie*Überstunden*machen musste.","filler","nein","ja",7
163,100,".",".",".","Die Reitschüler*eilten*über die*Stahltür*und*versteckten sich*hinter den*Strohballen.","filler","nein","ja",7
164,101,".",".",".","Die Schwester*hielt*eine Flasche*mit Wasser,*um*die Seele*vom Körper*zu trennen.","filler","nein","ja",7
165,100,".",".",".","Die Liebhaberin*weinte*aus Wut*und*zerstörte*all*die Erinnerungsfotos.","filler","nein","ja",7
166,100,".",".",".","Der Erstklässler*schrieb*unleserlich*in sein Heft,*obwohl*er*ein guter*Schüler war.","filler","nein","ja",7
167,100,".",".",".","Der Held*hat*große Taten*vollbracht,*aber*die Prinzessin*wollte ihn*nicht heiraten.","filler","nein","ja",7
168,100,".",".",".","Die Schwimmerin*stieg*aus dem*Wasser am Strand,*als*es*zu dämmern*begann.","filler","nein","ja",7
169,100,".",".",".","Der Kommissar*antwortete*auf die Fragen*der Reporter*und*übte sich*dabei*in Geduld.","filler","nein","ja",7
170,101,".",".",".","Die Busfahrerin*würzte*den Kaffee*mit Kardamom,*um*die Bücher*schwimmen zu lassen.","filler","nein","ja",7
171,101,".",".",".","Ein Applaus*öffnete*die Tasse*im März,*jedoch*mangelte es*an Literatur*und Weblinks.","filler","nein","ja",7
172,100,".",".",".","Der Achtklässler*lernte*fleißig*aus dem Lehrbuch,*da*er*bald einen Test*schreiben musste.","filler","nein","ja",7
173,100,".",".",".","Der Künstler*malte*auch*schöne Menschen*und*dramatische Stadtszenen.","filler","nein","ja",7
174,100,".",".",".","Der Vater*schimpfte*sehr laut*mit dem Sohn,*als*er*von den schlechten Schulnoten*erfuhr.","filler","nein","ja",7
175,101,".",".",".","Der Flaschner*zersägte*die Zeitschrift*und*verarbeitete*sie*zur Dachrinne.","filler","nein","ja",7
176,101,".",".",".","Der Schaffner*verkleidete*die Münze*zum Fasching,*indem*er*ihr*eine Maske anzog.","filler","nein","ja",7
177,101,".",".",".","Die Handwerkerin*schlug*den Salat*mit einer Gabel,*damit*die Firmenleitung*den Unternehmensvorstand*verkauft.","filler","nein","ja",7
178,101,".",".",".","Der Mechaniker*lackierte sich*die Wimpern*vor dem Spiegel,*weil*er*einen sehr großen Schädel*hatte.","filler","nein","ja",7
179,101,".",".",".","Der Elektriker*las*ein Buch*über Nashörner,*während*seine Tochter*den Panzer*schrumpfte.","filler","nein","ja",7
180,101,".",".",".","Die Zahnärztin*sprach*mit dem Briefkasten*über ihre Urlaubspläne,*da*diese*mit nach Mallorca*fahren sollte.","filler","nein","ja",7
181,100,".",".",".","Der Regisseur*dachte*besorgt*an die Aufführung,*als*er*das Theater*betrat.","filler","nein","ja",7
182,101,".",".",".","Die Köchin*stritt*mit dem Kellner*wegen Kleinigkeiten,*weil*der Tintenfisch*einen Gepäckspanner*stornierte.","filler","nein","ja",7
183,101,".",".",".","Das Publikum*trank*die Muffins*mit Schokolade,*während*der Schauspieler*mit einem Pinguin*schwamm.","filler","nein","ja",7
184,100,".",".",".","Die Angeklagte*gestand*die Taten*vor Gericht *und*wurde*zur Todesstrafe*verurteilt.","filler","nein","ja",7
185,100,".",".",".","Der Athlet*trainierte*wenig*und*völlig*unsystematisch.","filler","nein","ja",7
186,101,".",".",".","Die Diebin*druckte*das Auto*auf öffentlichen Straßen,*aber*die Kosten*hat sie*unterschätzt.","filler","nein","ja",7
187,100,".",".",".","Der Verdächtige*sprach*mit*schneller Stimme*und*räusperte sich*immer wieder.","filler","nein","ja",7
188,101,".",".",".","Die Wolle*drohte*dem Topf*mit dem Messer,*wobei*die Sonne*sich hinter den Sternen*versteckte.","filler","nein","ja",7
189,100,".",".",".","Die Kellnerin*bediente*seit mehreren Stunden*in dem Café*und*es taten*ihr*die Füße weh.","filler","nein","ja",7
190,101,".",".",".","Die Frau*verlor*ein Haar*und*der Mann*küsste*die Banane.","filler","nein","ja",7
191,101,".",".",".","Die Friseurin*schminkte*den Hamster*am Morgen,*indem*sie*die Pinsel*unter die Oberhaut gespritzte.","filler","nein","ja",7
192,101,".",".",".","Die Maurer*wuschen*den Kuchen*mit Seife,*während*die Lackierer*den Bruttoverdienst*abbauten.","filler","nein","ja",7
193,100,".",".",".","Die Frau*las*ungern*auf den Handschriften,*bevor*die Dokumente*überprüft wurden.","filler","nein","ja",7
194,100,".",".",".","Die Nonne*betete*leidenschaftlich*über dem Altar,*bevor*sie*die Kapelle*verließ.","filler","nein","ja",7
195,101,".",".",".","Keine Gurke*stand*auf dem Kind,*wobei*die Teppiche*mehrere Menschen*umgebracht hatten.","filler","nein","ja",7
196,100,".",".",".","Der Hubschrauber*landete*auf dem*Flughafen,*obwohl*die Besatzung*keine Erlaubnis*hatte.","filler","nein","ja",7
1001,0,".",".",".","In Internetforen*diskutierten*Eltern,*bevor*sie*mit den Lehrern*sprachen.","exercise","nein","ja",7
1002,0,".",".",".","Beide Birnen*wurden*von Freiwilligen betrieben,*wobei*es*an der Buchhaltung haperte.","exercise","nein","ja",7
1003,0,".",".",".","Das Fruchtfleisch*sang*ein Lied,*bevor*die Frucht*klagte.","exercise","nein","ja",7
1004,0,".",".",".","Das Kind*klagte*über Schmerzen,*während*die Mutter*Milchreis kochte.","exercise","nein","ja",7
1005,0,".",".",".","Das Paar*hatte*vier Kinder,*aber*wollte*nur zwei.","exercise","nein","ja",7
1006,0,".",".",".","Das Team*wollte*kein Spiel*gewinnen,*während*es dem Trainer*egal war.","exercise","nein","ja",7
1007,0,".",".",".","Der Bundesrat*schien*sich zu treffen,*während*die Journalisten*vor der Türe warteten.","exercise","nein","ja",7
1008,0,".",".",".","Die UN*riefen*Myanmar dazu auf,*die Verfolgung*der Rohingya*zu beenden.","exercise","nein","ja",7
1009,0,".",".",".","Der Schwerpunkt*änderte sich,*während*der Radrennfahrer*zur Seite kippte.","exercise","nein","ja",7
1,6,"telic","durative","telic","Der Lehrer*ging*zum*Schulhof,*und zwar*zwei Minuten lang,*mit*großen Schritten.","item","nein","ja",8
2,5,"telic","durative","atelic","Der Ingenieur*spazierte*zur*Großbaustelle,*und zwar*zwanzig Minuten lang,*mit*höchster Konzentration.","item","nein","ja",8
3,4,"ambiguous","completive","telic","Der Mann*ging*über den*Bahnhofsvorplatz,*und zwar*in eine Minute,*bei*kaltem Nieselregen.","item","nein","ja",8
4,3,"ambiguous","completive","atelic","Der Rentner*spazierte*über den*Friedhof,*und zwar*in zwölf Minuten,*in Gedanken*versunken.","item","nein","ja",8
5,7,"telic","completive","atelic","Die Blattlaus*wanderte*zum*Blütenblatt,*und zwar*in dreißig Sekunden,*unter Beobachtung*des Forschers.","item","nein","ja",8
6,8,"telic","completive","telic","Der Krebs*kletterte*zum*Korallenriff,*und zwar*in einer halben Stunde,*bei*Ebbe.","item","nein","ja",8
7,1,"ambiguous","durative","atelic","Der Troll*wanderte*über die*Brücke,*und zwar*acht Minuten lang,*um den Schatz*zu verstecken.","item","nein","ja",8
8,2,"ambiguous","durative","telic","Der Tourist*kletterte*über die*Hochebene,*und zwar*zwei Stunden lang,*mit*großer Begeisterung.","item","nein","ja",8
9,6,"telic","durative","telic","Der Jugendliche*raste*zum*Marktplatz,*und zwar*vierzig Sekunden lang,*auf der Suche*nach seiner Freundin.","item","nein","ja",8
10,5,"telic","durative","atelic","Der Rennfahrer*schlenderte*zur*Rennstrecke,*und zwar*sieben Minuten lang,*unter Beobachtung*der Fans.","item","nein","ja",8
11,4,"ambiguous","completive","telic","Der Vertreter*raste*über das*Messegelände,*und zwar*in dreizehn Minuten,*bei*schlechtem Wetter.","item","nein","ja",8
12,3,"ambiguous","completive","atelic","Der Händler*schlenderte*über den*Flohmarkt,*und zwar*in zehn Minuten,*um Schnäppchen*zu ergattern.","item","nein","ja",8
13,7,"telic","completive","atelic","Der Trainer*lief*zum*Sportplatz,*und zwar*in zwanzig Sekunden,*mit*voller Motivation.","item","nein","ja",8
14,8,"telic","completive","telic","Der Professor*rannte*zum*Brechtbau,*und zwar*in fünf Minuten,*um einen Vortrag*zu halten.","item","nein","ja",8
15,1,"ambiguous","durative","atelic","Die Ratte*lief*über das*Schiff,*und zwar*neun Minuten lang,*ohne den Kater*zu wecken.","item","nein","ja",8
16,2,"ambiguous","durative","telic","Der Junge*rannte*über den*Spielplatz,*und zwar*drei Minuten lang,*um seinen Freund*zu finden.","item","nein","ja",8
17,6,"telic","durative","telic","Die Möwe*flog*zum*Hafen,*und zwar*sieben Minuten lang,*auf Suche*nach Futter.","item","nein","ja",8
18,5,"telic","durative","atelic","Der Kormoran*segelte*zur*Insel,*und zwar*zehn Minuten lang,*bei*brütender Hitze.","item","nein","ja",8
19,4,"ambiguous","completive","telic","Der Storch*flog*über den*Sumpf,*und zwar*in vierzig Minuten,*mit*knurrendem Magen.","item","nein","ja",8
20,3,"ambiguous","completive","atelic","Die Crew*segelte*über das*Mittelmeer,*und zwar*in zwei Stunden,*bei*Seenebel.","item","nein","ja",8
21,7,"telic","completive","atelic","Der Cowboy*ritt*zur*Prärie,*und zwar*in fünf Tagen,*in*glühender Hitze.","item","nein","ja",8
22,8,"telic","completive","telic","Der Offizier*fuhr*zum*Schlachtfeld,*und zwar*in drei Stunden,*in*eisiger Kälte.","item","nein","ja",8
23,1,"ambiguous","durative","atelic","Der Bauer*ritt*über das*Stoppelfeld,*und zwar*fünfzehn Minuten lang,*bei*strahlendem Sonnenschein.","item","nein","ja",8
24,2,"ambiguous","durative","telic","Der Knecht*fuhr*über die*Weide,*und zwar*drei Minuten lang,*auf Befehl*seines Herrn.","item","nein","ja",8
25,6,"telic","durative","telic","Der Gefreite*marschierte*zum*Kasernenplatz,*und zwar*sieben Minuten lang,*auf Befehl*vom Leutnant.","item","nein","ja",8
26,5,"telic","durative","atelic","Der Pfadfinder*schlich*zum*Zeltplatz,*und zwar*fünf Minuten lang,*unter der Anleitung*des Rangers.","item","nein","ja",8
27,4,"ambiguous","completive","telic","Der Ehemann*marschierte*über den*Hinterhof,*und zwar*in zwei Minuten,*unter der Beobachtung*seiner Frau.","item","nein","ja",8
28,3,"ambiguous","completive","atelic","Der Soldat*schlich*über den*Festplatz,*und zwar*in zwölf Minuten,*mit*konzentriertem Blick.","item","nein","ja",8
29,7,"telic","completive","atelic","Das Kind*radelte*zum*Tunnel,*und zwar*in drei Minuten,*unter der Anleitung*der Sportlehrerin.","item","nein","ja",8
30,8,"telic","completive","telic","Der Clown*kroch*zur*Arena,*und zwar*in vier Minuten,*als Teil*seines Auftritts.","item","nein","ja",8
31,1,"ambiguous","durative","atelic","Der Schauspieler*radelte*über die*Bühne,*und zwar*vier Minuten lang,*unter der Anleitung*des Regisseurs.","item","nein","ja",8
